Wafer_ID,Batch_ID,Timestamp,Chamber_Vacuum_Torr,Gas_Flow_SiH4_sccm,RF_Reflected_Power_W,Plasma_Density_e11_cm3,Etch_Rate_A_min,CMP_Pad_Wear_um,Deposition_Temp_C,Photolitho_Dose_mJ_cm2,Leakage_Current_uA,Chamber_Pressure_mTorr,Wafer_Thickness_um,Wafer_Bow_um,Gate_Oxide_Thickness_A,Particle_Count_10nm,Wafer_Resistivity_Ohm_cm,Yield_Status
WFR-1538,FAB-BATCH-108,11-08-2026 18:36,1.2346,147.71,462.25,12.019,2227.8,18.79,358.15,24.85,0.0889,11.81,771.16,11.79,46.55,16,1.811,0
WFR-1539,FAB-BATCH-108,11-08-2026 19:04,1.2903,149.88,471.41,13.637,2179.3,21.98,339.68,24.63,0.0366,12.42,774.86,11.07,45.77,13,1.89,0
WFR-1540,FAB-BATCH-108,11-08-2026 19:32,1.2269,142.04,470.08,12.768,2159.1,27.21,347.59,23.91,0.0412,12.27,775.91,13.25,42.59,19,1.831,0
WFR-1541,FAB-BATCH-108,11-08-2026 20:00,1.2834,146.87,453.97,12.849,2211.2,22.85,352.63,24.1,0.0747,11.57,773.09,12.17,44.94,10,1.841,0
WFR-1542,FAB-BATCH-108,11-08-2026 20:28,1.2048,148.16,467.41,11.315,2093,23.43,345.41,23.59,0.0763,11.71,769.23,12.71,45.58,17,1.764,0
WFR-1543,FAB-BATCH-108,11-08-2026 20:56,1.2712,147.64,482.55,12.381,2130,21.47,356.27,24.32,0.0811,12.65,775.25,12.16,44.11,18,1.923,0
WFR-1544,FAB-BATCH-108,11-08-2026 21:24,1.3077,150.69,459.07,11.931,2192.9,26.79,345.45,25.36,0.0818,11.61,773.03,12.49,42.78,14,2.016,0
WFR-1545,FAB-BATCH-108,11-08-2026 21:52,1.1511,146.3,466.52,13.08,2203.3,27.36,361.27,24.5,0.0772,12.06,773.04,11.96,45.42,12,1.765,0
WFR-1546,FAB-BATCH-108,11-08-2026 22:20,1.2181,155.04,475.76,13.25,2185.2,27.58,348.99,25.19,0.0759,11.61,774.11,11.34,48.32,12,1.71,0
WFR-1547,FAB-BATCH-108,11-08-2026 22:48,1.2731,150,458.24,11.048,2136.8,25.29,355.37,25.66,0.0823,11.84,774.67,13.07,44.42,13,1.852,0
WFR-1548,FAB-BATCH-108,11-08-2026 23:16,1.2419,149.96,489.6,12.485,2167.3,25.69,355.97,24.03,0.052,11.98,774.98,11.78,47.35,11,1.847,1
WFR-1549,FAB-BATCH-108,11-08-2026 23:44,1.2648,148.52,458.66,13.285,2215.6,25.06,344.98,24.35,0.0812,11.61,772.79,12.7,43.87,11,1.967,0
WFR-1550,FAB-BATCH-108,12-08-2026 00:12,1.2258,150.7,471.57,12.369,2223.3,28.37,333.57,26.24,0.0989,11.52,774.45,12.99,45.32,18,1.727,1
WFR-1551,FAB-BATCH-108,12-08-2026 00:40,1.2535,153.71,465.62,13.01,2199.4,26.59,352.89,25.66,0.0561,12.14,770.61,11.8,46.16,15,1.796,0
WFR-1552,FAB-BATCH-108,12-08-2026 01:08,1.2438,146.1,453.19,12.746,2246.3,26.95,350.58,23.16,0.0659,11.58,775.78,11.06,44.99,17,1.635,0
WFR-1553,FAB-BATCH-108,12-08-2026 01:36,1.2967,147.04,476.16,12.739,2215.9,29,354.45,24.81,0.0913,11.59,767.86,15.41,44.55,13,1.987,0
WFR-1554,FAB-BATCH-108,12-08-2026 02:04,1.2602,148.63,502.14,12.31,2170.1,29.42,348.19,24.5,0.0573,11.53,774.28,11.87,46.09,22,1.875,1
WFR-1555,FAB-BATCH-108,12-08-2026 02:32,1.2635,143.94,449.92,11.648,2188.8,29.87,346.56,25.16,0.0798,11.96,777.3,13.25,47.84,14,1.804,0
WFR-1556,FAB-BATCH-108,12-08-2026 03:00,1.2335,146.31,449.61,11.715,2143.9,32.43,366.07,23.9,0.0321,12.47,772.35,14.83,45.45,8,1.718,0
WFR-1557,FAB-BATCH-108,12-08-2026 03:28,1.2305,147.86,479.69,12.997,2195.7,32.21,338.22,23.83,0.0851,12.75,776.79,13.45,44.23,11,1.727,0
WFR-1558,FAB-BATCH-108,12-08-2026 03:56,1.2327,153.93,473.48,12.514,2244.5,32.02,355.87,23.96,0.0849,11.64,777.89,12.14,44.72,14,1.891,0
WFR-1559,FAB-BATCH-108,12-08-2026 04:24,1.2658,151.18,470.64,12.403,2227.4,33.52,345.4,24.04,0.0715,13.08,766.73,12.42,48.78,17,1.739,0
WFR-1560,FAB-BATCH-108,12-08-2026 04:52,1.2332,150.87,456.41,12.203,2256.1,31.72,347.31,25.15,0.0676,11.5,774.62,11.5,45.2,16,1.86,0
WFR-1561,FAB-BATCH-108,12-08-2026 05:20,1.2616,153.83,474.79,12.286,2187.9,34.46,347.46,23.56,0.0839,12.54,767.81,13.56,44.11,17,2.054,1
WFR-1562,FAB-BATCH-108,12-08-2026 05:48,1.333,149.38,462.92,13.233,2253.8,35.1,343.57,24,0.0822,11.64,774.7,13.18,43.28,18,1.815,0
WFR-1563,FAB-BATCH-108,12-08-2026 06:16,1.2848,151.76,423.72,12.265,2192.3,32.34,354.57,23.07,,11.56,774.98,11.88,42.26,18,1.754,0
WFR-1564,FAB-BATCH-108,12-08-2026 06:44,1.237,149.54,464.34,11.561,2258.9,37.89,361.13,25.31,0.084,11.63,768.79,11.25,45.55,16,1.888,0
WFR-1565,FAB-BATCH-108,12-08-2026 07:12,1.298,151.19,483.5,13.021,2199.1,34.69,353.76,25.52,0.0718,11.97,779.81,10.91,45.98,19,1.727,0
WFR-1566,FAB-BATCH-108,12-08-2026 07:40,1.2337,147.38,472.62,12.357,2228.3,37.18,350.83,24.24,0.0798,12.29,775.72,13.68,44.4,17,2.022,0
WFR-1567,FAB-BATCH-108,12-08-2026 08:08,1.1685,139.03,474.75,12.522,2259,39.88,342.11,24.26,0.0564,12.33,772.88,12.64,44.98,16,1.99,1
WFR-1568,FAB-BATCH-108,12-08-2026 08:36,1.2097,149.4,484.89,13.625,2192.3,39.95,354.13,24.86,0.0808,11.53,778.66,12.76,43.24,22,1.834,0
WFR-1569,FAB-BATCH-108,12-08-2026 09:04,1.1752,156.4,474.69,12.486,2208.7,38.72,367.25,25.68,0.0299,11.51,770.51,11.51,45.2,12,1.76,0
WFR-1570,FAB-BATCH-108,12-08-2026 09:32,1.2359,154.17,460.85,12.702,2251.6,38.48,346.95,24.83,0.0793,11.54,771.93,10.74,45.72,18,1.807,1
WFR-1571,FAB-BATCH-108,12-08-2026 10:00,1.2507,154.34,468.43,11.675,2194.7,41.65,346.99,23.94,0.0722,11.94,769.25,13.66,44.2,17,1.82,1
WFR-1572,FAB-BATCH-108,12-08-2026 10:28,1.3171,155.56,487.74,12.346,2147.2,41.65,345.51,23.2,0.0532,11.89,779.5,12.55,47.54,16,1.888,1
WFR-1573,FAB-BATCH-108,12-08-2026 10:56,1.2631,150.4,475.85,12.927,2285.7,39.61,346.08,23.61,0.0538,11.52,775.83,13.59,43.74,11,1.954,1
WFR-1574,FAB-BATCH-108,12-08-2026 11:24,1.2412,150.89,452.33,11.411,2181.2,39.81,328.04,24.56,0.0651,12.13,776.65,12.04,45.43,19,1.746,0
WFR-1575,FAB-BATCH-108,12-08-2026 11:52,1.2832,147.22,456.76,12.641,2206.4,37.81,353.24,23.98,0.0941,13.13,775.75,12.22,46.27,13,1.951,0
WFR-1576,FAB-BATCH-108,12-08-2026 12:20,1.1616,148.58,475.44,12.571,2246.2,42.81,343.24,24.66,0.0367,11.75,776.43,13.36,44.88,19,1.912,0
WFR-1577,FAB-BATCH-108,12-08-2026 12:48,1.2594,152.77,440.02,12.529,2175.7,42.88,337.12,24.06,0.0687,11.78,775.2,13.38,44.72,13,1.799,1
WFR-1578,FAB-BATCH-108,12-08-2026 13:16,1.2808,155.42,464.34,13.226,2159.7,45.87,356.03,23.65,0.0494,12.28,775.68,13.46,42.86,15,1.741,0
WFR-1579,FAB-BATCH-108,12-08-2026 13:44,1.1909,,462.22,12.734,2210.1,44.87,341.34,23.56,0.035,11.72,775.27,12.15,47.04,18,1.862,0
WFR-1580,FAB-BATCH-108,12-08-2026 14:12,1.2958,147.97,459.21,13.535,2128.3,47.37,347.29,25.75,0.0713,12.33,773.48,13.24,44.75,17,1.744,0
WFR-1581,FAB-BATCH-108,12-08-2026 14:40,1.2635,150,497.5,11.804,2188.5,43.86,361.73,25.21,0.0542,11.64,774.88,13.83,45.81,12,1.952,0
WFR-1582,FAB-BATCH-108,12-08-2026 15:08,1.2334,152.71,487.98,12.595,2209.8,48.08,338.73,25.88,0.0803,12.92,775.68,12.37,46.01,21,1.738,1
WFR-1583,FAB-BATCH-108,12-08-2026 15:36,1.2753,143.5,495.04,12.559,2189.2,45.29,337.74,24.93,0.0838,12.17,775.28,11.88,44.06,17,1.905,1
WFR-1584,FAB-BATCH-108,12-08-2026 16:04,1.3408,139.67,435.33,11.752,2138.3,48.46,352.15,24.16,0.1044,11.69,771.31,14.11,44.7,19,1.842,0
WFR-1585,FAB-BATCH-108,12-08-2026 16:32,1.2573,147.52,472.86,13.169,2263.8,44.53,359.2,25.56,0.0766,11.71,771.64,11.71,47,12,1.794,1
WFR-1586,FAB-BATCH-108,12-08-2026 17:00,1.2599,144.51,456.48,14.127,2204.1,48.47,337.41,24.47,0.0507,11.74,777.71,13.26,43.32,9,1.84,0
WFR-1587,FAB-BATCH-108,12-08-2026 17:28,1.2316,147.71,441.65,12.488,2257.2,44.58,353.26,24.68,0.067,12.69,774.23,12.43,48.19,19,1.958,0
WFR-1588,FAB-BATCH-108,12-08-2026 17:56,1.216,149.33,460.98,12.854,2189.6,48.57,354.65,24.47,0.0532,11.37,776.46,10.29,43.88,11,1.731,0
WFR-1589,FAB-BATCH-108,12-08-2026 18:24,1.2832,147.96,486.88,12.559,2164.8,50.53,333.53,22.14,0.0657,11.67,772.27,13.85,43.23,16,1.809,1
WFR-1590,FAB-BATCH-108,12-08-2026 18:52,1.2158,156.54,467.25,12,2210.8,49.16,356.39,25.78,0.0561,11.72,771.32,9.19,45.2,13,1.775,1
WFR-1591,FAB-BATCH-108,12-08-2026 19:20,1.2529,151.47,462.82,11.225,2191.4,48.65,357.01,24.89,0.071,11.99,772.89,10.12,48.31,16,1.846,0
WFR-1592,FAB-BATCH-108,12-08-2026 19:48,1.2309,151.35,457.25,12.006,2152.9,52.99,347.51,24.76,0.0669,11.86,774.44,13.13,42.13,12,1.782,1
WFR-1593,FAB-BATCH-108,12-08-2026 20:16,1.2692,152.8,477.64,11.526,2258.8,51.64,360.02,24.45,0.0751,11.25,773.34,13.13,44.79,8,1.673,1
WFR-1594,FAB-BATCH-108,12-08-2026 20:44,1.2633,144.88,454.25,13.693,2175.1,51.42,359.09,24.63,0.0856,11.8,778.23,11.73,45.71,13,1.744,1
WFR-1595,FAB-BATCH-108,12-08-2026 21:12,1.2915,154.68,487.11,12.419,2126.4,53.03,350.82,24.02,0.0676,11.95,775.45,12.68,45.05,15,2.014,1
WFR-1596,FAB-BATCH-108,12-08-2026 21:40,,149.66,485.76,12.258,2253.1,58.77,346.39,24.99,0.0404,11.69,779.62,9.46,45.57,18,1.875,1
WFR-1597,FAB-BATCH-108,12-08-2026 22:08,1.2392,153.02,460.32,13.122,2179.8,56.36,342.22,23.45,0.0502,12.34,776.01,13.35,43.92,22,1.871,0
WFR-1598,FAB-BATCH-108,12-08-2026 22:36,1.2108,145.18,484.09,11.715,2175.7,56.93,349.7,24.65,0.059,12.46,768.97,12.8,44.1,15,1.822,1
WFR-1599,FAB-BATCH-108,12-08-2026 23:04,1.2322,143.01,476.03,11.963,2129.4,56.02,354.56,24.95,0.0944,11.96,777.64,12.45,44.78,13,1.845,1
WFR-1600,FAB-BATCH-108,12-08-2026 23:32,1.2651,153.68,469.27,12.548,2269.6,56.03,347.41,24.34,0.0903,12.12,771.23,12.53,43.31,12,1.807,0
WFR-1601,FAB-BATCH-109,13-08-2026 00:00,1.2803,151.69,440.11,13.22,2148.4,10.21,332.42,24.8,0.065,10.92,775.58,13.09,44.93,18,1.903,0
WFR-1602,FAB-BATCH-109,13-08-2026 00:28,1.2131,145.94,441.37,12.851,2202.3,14.19,360.15,23.71,0.0485,11.79,773.06,12.47,44.42,17,1.86,0
WFR-1603,FAB-BATCH-109,13-08-2026 00:56,1.2848,146.09,474.6,12.674,2236.5,15.14,351.52,23.73,0.0456,12.5,780.36,10.25,44.29,16,1.733,0
WFR-1604,FAB-BATCH-109,13-08-2026 01:24,1.3042,155.06,450.01,12.555,2216.9,12.9,346.96,24.69,0.0458,11.79,778.6,15.14,45.48,16,1.875,0
WFR-1605,FAB-BATCH-109,13-08-2026 01:52,1.2665,144.65,459.39,12.78,2197.6,14.89,356.86,25.04,0.0603,11.63,773.15,13.94,42.27,17,1.604,0
WFR-1606,FAB-BATCH-109,13-08-2026 02:20,1.3251,157.39,440.51,12.641,2131.9,13.79,362.2,23,0.0544,13.14,774.68,10.96,44.66,14,1.891,0
WFR-1607,FAB-BATCH-109,13-08-2026 02:48,1.219,145.95,440.64,11.779,2167.6,18.22,327.58,24.92,0.0535,12.91,775.61,12.09,48.48,10,1.709,0
WFR-1608,FAB-BATCH-109,13-08-2026 03:16,1.2002,152.87,462.98,12.532,2207.5,20.49,353.47,24.07,0.0595,12.23,777.16,12.22,43.37,12,1.84,0
WFR-1609,FAB-BATCH-109,13-08-2026 03:44,1.1789,148.52,433.81,11.748,2168.5,21.61,338.59,24.35,0.0254,12.57,775.07,13.79,46.93,9,1.731,0
WFR-1610,FAB-BATCH-109,13-08-2026 04:12,,152.71,445.02,12.557,2208.1,20.78,353.99,23.43,0.0537,10.89,772.44,9.91,45.08,16,1.85,0
WFR-1611,FAB-BATCH-109,13-08-2026 04:40,1.2762,147.55,450.41,12.164,2227.3,18.57,351.02,23.82,0.0526,11.61,773.21,11.9,44.1,11,1.908,0
WFR-1612,FAB-BATCH-109,13-08-2026 05:08,1.2478,149.27,451.34,14.278,2238.5,17.19,355.09,25.27,0.07,11.77,774.99,10.39,43.02,13,2,0
WFR-1613,FAB-BATCH-109,13-08-2026 05:36,1.2612,150.18,447.85,12.472,2151,18.09,346.01,24.53,0.0317,11.88,778.09,12.16,45.21,20,1.696,0
WFR-1614,FAB-BATCH-109,13-08-2026 06:04,1.205,145.49,454.75,11.517,2287.9,19.61,335.01,24.19,0.0687,11.76,776.07,11.93,47.18,13,1.948,0
WFR-1615,FAB-BATCH-109,13-08-2026 06:32,1.3478,153.33,458.31,12.406,2230.7,20.92,346.4,24.41,0.0509,10.72,773.07,12.6,44.42,11,1.863,0
WFR-1616,FAB-BATCH-109,13-08-2026 07:00,1.2552,147.69,458.82,12.864,2199.9,22.93,353.25,24.89,0.0559,12.19,776.62,11.77,44.88,15,1.805,0
WFR-1617,FAB-BATCH-109,13-08-2026 07:28,1.2544,148.97,438.17,13.671,2243.6,21.77,358.12,24.85,0.0701,12.27,774.03,11.6,46.52,12,1.926,0
WFR-1618,FAB-BATCH-109,13-08-2026 07:56,1.279,145.53,446.59,12.087,2294.6,25.03,340.63,24.44,0.0567,12.8,777.23,13.24,45.51,15,1.826,0
WFR-1619,FAB-BATCH-109,13-08-2026 08:24,1.2692,138.47,464.34,11.392,2142.5,24.44,358.22,25.37,0.0548,11.61,781.32,13.05,42.64,20,1.922,0
WFR-1620,FAB-BATCH-109,13-08-2026 08:52,1.259,149.14,460.74,13.072,2191,25.47,344.82,25.28,0.0529,11.56,774.1,13.16,45.15,16,1.751,0
WFR-1621,FAB-BATCH-109,13-08-2026 09:20,1.2184,160.86,433.53,11.534,2104.9,28.28,352.9,24.83,0.0442,10.66,777,12.29,47.27,14,1.787,0
WFR-1622,FAB-BATCH-109,13-08-2026 09:48,1.2689,153.53,454.22,12.195,2207.7,24.19,345.92,24.54,0.0497,11.85,773.14,11.81,44.94,21,1.944,0
WFR-1623,FAB-BATCH-109,13-08-2026 10:16,1.3253,149.91,426.26,12.32,2214.6,27.94,351.46,25.03,0.0414,12.45,774.72,12.36,40.89,12,1.999,0
WFR-1624,FAB-BATCH-109,13-08-2026 10:44,1.3038,148.82,450.56,12.451,2198.4,27.62,357.14,24.75,0.0495,11.69,775.07,13.1,45.58,22,1.846,0
WFR-1625,FAB-BATCH-109,13-08-2026 11:12,1.3137,150.1,472.77,12.982,2173.8,27.53,340.18,25.35,,13.07,774.52,9.89,44.7,16,1.571,0
WFR-1626,FAB-BATCH-109,13-08-2026 11:40,1.2296,152.46,438.63,12.021,2118,30.52,344.56,25.22,0.0551,11.87,781.16,12.97,42.26,14,1.83,0
WFR-1627,FAB-BATCH-109,13-08-2026 12:08,1.2104,144.69,439.99,12.308,2214.9,31.06,351.48,23.69,0.0485,12.07,774.23,12.87,42.48,23,1.853,0
WFR-1628,FAB-BATCH-109,13-08-2026 12:36,1.245,155.01,459.17,12.49,2258.2,27.96,369.21,23.63,0.046,11.32,776.47,12.57,46.46,10,1.827,0
WFR-1629,FAB-BATCH-109,13-08-2026 13:04,1.2522,153.22,431.49,12.605,2176.4,30.04,343.09,23.94,0.0526,12.14,770.17,12.32,43.9,13,1.884,0
WFR-1630,FAB-BATCH-109,13-08-2026 13:32,1.2938,153.23,442.41,12.568,2217.6,31.51,366.32,25.28,0.0328,11.01,776.08,9.42,43.64,14,1.802,0
WFR-1631,FAB-BATCH-109,13-08-2026 14:00,1.1823,151.97,457.16,12.805,2137.3,30.95,366.04,23.24,0.0732,12.35,777.86,11.97,44.95,18,1.934,0
WFR-1632,FAB-BATCH-109,13-08-2026 14:28,1.3112,150.09,442.39,13.091,2218.3,33.22,349.22,24.82,0.0488,12.36,773.68,14.65,44.03,13,1.733,0
WFR-1633,FAB-BATCH-109,13-08-2026 14:56,1.2437,153.03,447.17,12.775,2184.3,33.16,347.61,24.79,0.0482,12.68,768.72,12.52,45.15,20,1.974,0
WFR-1634,FAB-BATCH-109,13-08-2026 15:24,1.2329,152.66,458.93,12.818,2169.5,36.82,344.46,25.43,0.0384,11.49,774.9,12.13,44.7,13,2.005,0
WFR-1635,FAB-BATCH-109,13-08-2026 15:52,1.2095,148.41,455.06,11.392,2169.6,30.64,349.45,24.64,0.0503,12.08,775.04,12.52,43.2,8,1.759,0
WFR-1636,FAB-BATCH-109,13-08-2026 16:20,1.1838,147.42,453.2,12.535,2184.3,34.01,338.75,23.43,0.0666,12.28,776.81,12.93,44.23,14,1.759,0
WFR-1637,FAB-BATCH-109,13-08-2026 16:48,1.2829,150.46,445.93,12.836,2215.3,32.98,349.39,23.73,0.0624,12.22,780.03,13.29,45.66,11,1.891,0
WFR-1638,FAB-BATCH-109,13-08-2026 17:16,1.2529,156.97,454.44,13.01,2147.5,36.56,361.98,23.55,0.0603,11.57,774.05,12.23,45.06,30,1.731,0
WFR-1639,FAB-BATCH-109,13-08-2026 17:44,1.1984,144.42,448.52,12.015,2184.1,32.67,345.11,24.07,0.0566,10.8,772.86,13.01,44.88,11,1.801,0
WFR-1640,FAB-BATCH-109,13-08-2026 18:12,1.1982,143.4,455.49,12.039,2198.3,37.14,348.07,24.35,0.0457,12.17,772.08,14.51,47.91,15,1.96,0
WFR-1641,FAB-BATCH-109,13-08-2026 18:40,1.2366,150.74,444.04,12.098,2156,35.74,336.39,23.57,0.0326,11.92,775.5,13.71,46.1,11,1.924,0
WFR-1642,FAB-BATCH-109,13-08-2026 19:08,1.3168,150.23,447.81,12.875,2271.9,36.08,352.99,25.68,0.0476,11.72,776.2,15.31,46.28,14,2.048,0
WFR-1643,FAB-BATCH-109,13-08-2026 19:36,1.2396,150.78,438.12,13.224,2165.9,35.21,352.12,23.44,0.0472,12.38,773.64,11.71,44.75,25,1.867,0
WFR-1644,FAB-BATCH-109,13-08-2026 20:04,1.1899,151.1,449.58,12.215,2173.2,37.72,350.51,25.58,0.0626,11.98,776.95,14.51,45.33,14,1.789,0
WFR-1645,FAB-BATCH-109,13-08-2026 20:32,1.2402,149,440.27,13.136,2160.9,41.37,348.27,25.45,0.0537,11.34,776.16,11.55,44.35,17,1.855,0
WFR-1646,FAB-BATCH-109,13-08-2026 21:00,1.2391,156.7,436.63,12.586,2271.9,39.7,347.66,25.22,0.0693,11.03,775.11,12.92,46.17,13,1.835,0
WFR-1647,FAB-BATCH-109,13-08-2026 21:28,1.1421,142.8,453.1,12.413,2222.1,41.56,354.02,23.94,0.0644,11.44,772.74,13.38,44.83,17,1.836,0
WFR-1648,FAB-BATCH-109,13-08-2026 21:56,1.2478,146.27,452.55,12.352,2162.5,44.18,349.77,24.77,0.0445,13.2,773.8,11.89,45.33,15,1.848,0
WFR-1649,FAB-BATCH-109,13-08-2026 22:24,1.2408,149.54,459.39,13.023,2244.2,41.93,352.52,23.48,0.0285,12.36,768.93,12.61,45.24,15,1.757,0
WFR-1650,FAB-BATCH-109,13-08-2026 22:52,1.2778,142.61,444.83,12.728,2208,40.83,351.72,25.23,0.0666,12.09,775.59,13.59,44.97,15,1.878,0
WFR-1651,FAB-BATCH-109,13-08-2026 23:20,1.324,149.21,454.9,14.093,2210.3,43.43,358.99,24.44,0.0663,11.91,775.07,11.65,49.41,17,1.709,0
WFR-1652,FAB-BATCH-109,13-08-2026 23:48,1.2951,157.48,456.61,11.903,2186.2,41.96,355.42,24.17,0.0336,11.88,775.47,14.5,44,16,1.778,0
WFR-1653,FAB-BATCH-109,14-08-2026 00:16,1.2392,150.09,455.34,12.863,2170,42.59,351.54,23.52,0.0681,12.58,776.26,10.84,43.99,16,1.838,0
WFR-1654,FAB-BATCH-109,14-08-2026 00:44,1.2057,151.04,440.09,12.13,2213.5,41.11,362.15,22.52,0.0546,11.75,775.96,14.83,46.04,14,1.624,0
WFR-1655,FAB-BATCH-109,14-08-2026 01:12,1.3529,144.33,451.79,11.891,2178.2,46.55,353.36,23.67,0.0519,12.29,774.72,13.7,44.11,9,1.927,0
WFR-1656,FAB-BATCH-109,14-08-2026 01:40,,147.23,454.37,12.492,2272.7,44.48,360.44,25.39,0.0694,11.83,775.12,12.39,44.56,14,1.645,0
WFR-1657,FAB-BATCH-109,14-08-2026 02:08,1.2506,148.31,450.09,12.596,2149.2,46.16,354.86,24.18,0.0661,12.97,771.49,12.02,43.37,12,1.917,0
WFR-1658,FAB-BATCH-109,14-08-2026 02:36,1.249,148.57,424.96,14.543,2261.4,44.28,335.26,24.36,0.0578,12.37,773.54,11.89,45.74,12,1.721,0
WFR-1659,FAB-BATCH-109,14-08-2026 03:04,1.2579,155.77,451.93,12.371,2195.5,47.77,360.44,25.02,0.0557,12.62,775.13,12.34,45.76,19,1.81,0
WFR-1660,FAB-BATCH-109,14-08-2026 03:32,1.2442,152.51,476.55,11.709,2212,45.93,351.08,25.94,0.0574,11.71,773.16,12.44,44.53,14,1.902,0
WFR-1661,FAB-BATCH-109,14-08-2026 04:00,1.2271,145,445.68,12.691,2233.3,47.72,349.58,25.56,0.0452,12.53,777.15,14.01,46.07,9,2.07,0
WFR-1662,FAB-BATCH-109,14-08-2026 04:28,1.2281,151.11,441.26,11.048,2174.8,50.31,352.25,23.72,0.0493,11.84,773.35,14.86,42.21,14,1.862,0
WFR-1663,FAB-BATCH-109,14-08-2026 04:56,1.2487,152.24,454.48,12.436,2234.6,50.68,347.24,22.95,0.0392,12.06,775.54,12.74,43.94,12,1.652,0
WFR-1664,FAB-BATCH-109,14-08-2026 05:24,1.2283,,453.75,12.511,2091.7,49.61,351.82,26.39,0.046,12.82,775.29,11.49,44.75,20,1.945,0
WFR-1665,FAB-BATCH-109,14-08-2026 05:52,1.2215,157.11,464.31,13.056,2171.2,46.66,345.26,26.32,0.0456,11.48,776.87,11.85,43.24,19,1.827,0
WFR-1666,FAB-BATCH-109,14-08-2026 06:20,1.2543,145.43,434.91,13.182,2163,56.74,360.19,24.65,0.0424,12.1,777.25,12.28,42.38,16,1.857,0
WFR-1667,FAB-BATCH-109,14-08-2026 06:48,1.2398,146.35,458.78,12.148,2149.9,54.79,349.09,23.48,0.0516,12.22,776.74,11.26,44.54,21,1.906,0
WFR-1668,FAB-BATCH-109,14-08-2026 07:16,1.3102,144.34,457.09,12.395,2191.4,53.3,346.94,25.27,0.0461,12.26,769.73,11.09,46.04,13,1.627,0
WFR-1669,FAB-BATCH-109,14-08-2026 07:44,1.144,148.95,448.29,11.964,2215.4,50.89,342.6,24.41,0.056,11.77,777.99,15.02,46.92,17,1.851,0
WFR-1670,FAB-BATCH-109,14-08-2026 08:12,1.2937,152.1,454.06,11.71,2228.1,52.72,352.15,24.41,0.0305,13.04,778.82,12.86,44.18,10,1.809,0
WFR-1671,FAB-BATCH-109,14-08-2026 08:40,1.2998,154.44,462.35,12.717,2209.6,52.41,351.5,25.22,0.0486,11.35,773.79,11.5,46.1,14,1.972,0
WFR-1672,FAB-BATCH-109,14-08-2026 09:08,1.1671,149.66,460.47,11.608,2173.4,56.58,353.11,24.77,0.0516,12.73,775.59,13.48,45.95,22,1.923,0
WFR-1673,FAB-BATCH-109,14-08-2026 09:36,1.2363,148.56,436.28,12.21,2214.8,55.13,341.78,23.55,,12.61,772.77,11.09,46.83,18,1.687,0
WFR-1674,FAB-BATCH-109,14-08-2026 10:04,1.2351,150.68,459.84,11.803,2205,53.58,337.19,24.24,0.0479,12.95,770.13,11.18,44.47,9,1.976,0
WFR-1675,FAB-BATCH-109,14-08-2026 10:32,,146.24,449.22,12.885,2237.4,54.76,355,25.03,0.031,11.21,773.15,11.54,42.3,10,1.895,0
WFR-1676,FAB-BATCH-110,14-08-2026 11:00,1.2189,159.4,450.87,13.761,2231.1,17.24,361.88,24.91,0.0543,11.57,773.65,14.49,45.11,15,1.695,0
WFR-1677,FAB-BATCH-110,14-08-2026 11:28,1.2056,142.77,450.88,11.589,2201.2,18.75,341.79,24.71,0.0578,12.75,774.11,12.2,43.48,12,1.856,0
WFR-1678,FAB-BATCH-110,14-08-2026 11:56,1.3201,150.83,448.2,11.203,2164.1,19.16,362.72,25.25,0.0559,11.06,772.6,9.57,43.91,12,1.953,0
WFR-1679,FAB-BATCH-110,14-08-2026 12:24,1.2874,159.11,464.3,12.413,2173.9,18.16,352.27,24.21,0.0625,11.2,773.17,13.95,44.55,20,1.729,0
WFR-1680,FAB-BATCH-110,14-08-2026 12:52,1.3009,150.03,449,12.511,2178,16.69,349.94,24.64,0.0524,11.76,774.97,12.13,44.49,13,1.988,0
WFR-1681,FAB-BATCH-110,14-08-2026 13:20,1.2789,149.14,436.57,12.653,2187.4,11.27,346.82,21.8,0.0557,12.1,773.07,10.28,45.21,18,1.699,0
WFR-1682,FAB-BATCH-110,14-08-2026 13:48,1.2048,148.39,445.28,12.188,2210.7,18.89,338.92,24.14,0.0519,12.8,776.36,12.12,46.05,15,1.771,0
WFR-1683,FAB-BATCH-110,14-08-2026 14:16,1.229,149.19,452.14,12.36,2228.6,18.85,357.9,25.11,0.0583,11.91,776.7,13.13,44.45,9,1.756,0
WFR-1684,FAB-BATCH-110,14-08-2026 14:44,1.2696,156.18,464.75,12.757,2198,19.68,343.8,24.19,0.0311,11.7,780.95,12.98,45.59,16,1.988,0
WFR-1685,FAB-BATCH-110,14-08-2026 15:12,1.2011,140.05,457.24,13.228,2200.6,20.06,343.76,24.13,0.0393,12.16,777.81,14.66,45.02,24,1.801,0
WFR-1686,FAB-BATCH-110,14-08-2026 15:40,1.2785,156.9,439.79,11.131,2205.7,17.85,357.94,23.67,0.069,12.23,775.61,11.48,46.4,14,1.734,0
WFR-1687,FAB-BATCH-110,14-08-2026 16:08,1.2404,143.59,479.82,12.242,2179.4,22.16,334.94,25.3,0.0205,12.22,773.45,12.56,44.72,15,1.895,0
